Course Name,University,Difficulty Level,Course Rating,Course URL,Skills
Entrepreneurship II: Preparing for Launch,University of Illinois at Urbana-Champaign,Advanced,4.8,https://www.coursera.org/learn/entrepreneurship-2,Entrepreneurship Venture Capital investment Finance market (economics) go to market financial forecast Business Modeling Market Analysis pricing strategies business entrepreneurship
World Design for Video Games,California Institute of the Arts,Advanced,4.3,https://www.coursera.org/learn/video-game-world,level design volume mesh 3d modeling proof of concept video game development game design gameplay computer animation possible world Virtual Reality arts-and-humanities music-and-art
Mathematics for Machine Learning: Linear Algebra,Imperial College London,Beginner,4.5,https://www.coursera.org/learn/linear-algebra-machine-learning,Algebra sigma-algebra Eigenvalues And Eigenvectors matrices linearity Python Programming Linear Algebra pagerank Vector Projection transformation matrix data-science machine-learning
Free Speech on Campus Teach-Out,University of Michigan,Beginner,4.5,https://www.coursera.org/learn/free-speech-on-campus,listening prejudices sexism pride analysis participatory democracy authority constitution irony doctrine social-sciences governance-and-society
Real-Time Embedded Systems Concepts and Practices,University of Colorado Boulder,Advanced,3,https://www.coursera.org/learn/real-time-embedded-systems-concepts-practices,real-time operating systems microprocessor embedded linux Continuous Function coprocessor analysis Electrical Engineering multi-core processor raspberry pi linux on embedded systems physical-science-and-engineering electrical-engineering
Create a Virtual Classroom using Google Slides,Coursera Project Network,Intermediate,4.6,https://www.coursera.org/learn/virtual-classroom-google-slides,developmental science developmental psychology psychology virtual class lifelong learning teaching confidence parent resource project social-sciences education
Security and Privacy for Big Data - Part 1,EIT Digital,Beginner,4.7,https://www.coursera.org/learn/security-privacy-big-data,privacy data governance SQL Big Data security Cryptography data security information privacy access control measurement information-technology security
"Disinformation, Misinformation, and Fake News Teach-Out",University of Michigan,Beginner,4.9,https://www.coursera.org/learn/disinformation-misinformation-fake-news,prolog disinformation Journalism viral marketing child propaganda media literacy political communication arts and humanities media psychology arts-and-humanities philosophy
Teaching Intermediate Grammar Project,"University of California, Irvine",Advanced,4.4,https://www.coursera.org/learn/teaching-english-grammar-project,exercise Student's t-Distribution Receiving methodology process teaching lesson plan grammar english language Trigonometric Integral language-learning learning-english
Introduction to Acoustics (Part 2),Korea Advanced Institute of Science and Technology(KAIST),Beginner,4.7,https://www.coursera.org/learn/intro-to-acoustics-2,astronomy normal (geometry) energy relative change and difference acoustics phenomenon Integral kendall rank correlation coefficient boundary element method euler's totient function physical-science-and-engineering physics-and-astronomy
Qualitative Research Methods,University of Amsterdam,Advanced,4.5,https://www.coursera.org/learn/qualitative-methods,interview analysis Writing Qualitative Analysis Data Analysis qualitative research research methods Stata observation quantitative research social-sciences governance-and-society
The Rooseveltian Century,Universiteit Leiden,Advanced,4.7,https://www.coursera.org/learn/roosevelt,externality Economics economy i-deas history education social justice justice security arbitration arts-and-humanities history
Analysis for Business Systems,University of Minnesota,Beginner,4.7,https://www.coursera.org/learn/analysis-for-business-systems,Business Analysis business process test case use case dataflow analysis feasibility study flow network sap erp process information-technology data-management
Implementing SOLID Principles in C# with .NET Core,Coursera Project Network,Intermediate,Not Calibrated,https://www.coursera.org/learn/solid-principles-in-c-sharp,recursively enumerable set child abstract type c sharp (programming language) java annotation principle solid (object-oriented design) console applications inheritance (object-oriented programming) Workshops computer-science software-development
"History of Rock, Part Two",University of Rochester,Intermediate,4.8,https://www.coursera.org/learn/history-of-rock-2,history of rock music history ordered pair Mainstreaming film guitar rockbox disco teen idol arts-and-humanities music-and-art
Device-based Models with TensorFlow Lite,DeepLearning.AI,Beginner,4.6,https://www.coursera.org/learn/device-based-models-tensorflow,Deep Learning raspberry pi Android Development Tensorflow object detection mathematical optimization iOS Development demos mobile operating systems microcontroller computer-science software-development
